,Label,Text
2664,1,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
3407,0,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
351,0,"Nah can't help you there, I've never had an iphone"
3492,0,Ok.
3103,0,Even if he my friend he is a priest call him now
3315,0,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
1881,0,Just seeing your missed call my dear brother. Do have a gr8 day.
3504,0,Free any day but i finish at 6 on mon n thurs...
2380,0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
1598,1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
4733,0,Wat time r ü going to xin's hostel?
3299,1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
439,0,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
2903,0,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
1186,0,Annoying isn't it.
1728,0,I went to project centre
3975,0,Roger that. We‘re probably going to rem in about 20
3050,0,Lol they don't know about my awesome phone. I could click delete right now if I want.
1128,0,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
4500,1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
315,0,You made my day. Do have a great day too.
296,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
3298,1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
3864,1,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
8,1,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
5003,0,You still around? Looking to pick up later
2968,0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
5194,0,Ok... Take ur time n enjoy ur dinner...
2157,0,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
3669,0,Thanks for loving me so. You rock
4730,0,I've reached already.
5349,0,I'm home...
2388,0,Also where's the piece
2575,1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
4085,0,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
4328,0,Dude got a haircut. Now its breezy up there
3467,0,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
2245,0,No management puzzeles.
4269,0,Hey so whats the plan this sat? 
33,0,For fear of fainting with the of all that housework you just did? Quick have a cuppa
1281,0,Oh ho. Is this the first time u use these type of words
5145,0,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
2598,0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
3532,0,Prepare to be pounded every night...
1253,0,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
4707,0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
2658,0,Dai  &lt;#&gt;  naal eruku.
3479,0,I can ask around but there's not a lot in terms of mids up here
4483,0,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
4700,0,Yes fine 
3116,0,I wait 4 ü inside da car park...
3785,0,Dear got train and seat mine lower seat
3547,0,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
1039,0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
3859,0,R u still working now?
4383,0,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
3403,0,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
3710,0,Ok.ok ok..then..whats ur todays plan
1643,0,Sleeping nt feeling well
1055,0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
1817,0,Are you going to write ccna exam this week??
2780,0,Well I might not come then...
290,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
2972,0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
319,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
1467,0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
1335,0,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
1419,0,Lmao. Take a pic and send it to me.
3548,1,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
4388,0,S.i'm watching it in live..
5156,0,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
2462,0,Anything lar...
3494,0,"Cool, text me when you head out"
5209,0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
964,0,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
553,0,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
2932,0,Hi' Test on  &lt;#&gt; rd ....
2801,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
5178,1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
3872,0,Yeah my usual guy's out of town but there're definitely people around I know
2841,0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
1033,0,HAPPY NEW YEAR MY NO.1 MAN
2231,0,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
809,0,I am taking half day leave bec i am not well
538,0,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
4121,0,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
1103,0,Black shirt n blue jeans... I thk i c ü...
346,0,Gudnite....tc...practice going on
3318,0,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
4738,0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
1870,0,Mom wants to know where you at
696,0,Good. Good job. I like entrepreneurs
4160,0,Now got tv 2 watch meh? U no work today?
2536,0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
2650,0,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
4808,1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
5022,0,:-( sad puppy noise
544,0,4 oclock at mine. Just to bash out a flat plan.
1632,0,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
4713,0,Thats cool princess! I will cover your face in hot sticky cum :)
1533,0,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
3295,0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
2384,0,Your pussy is perfect!
2726,0,No. But we'll do medical missions to nigeria
5128,0,Wot about on wed nite I am 3 then but only til 9!
3328,0, what number do u live at? Is it 11?
4050,0,Yeah that's the impression I got
3307,0,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
2067,0,Then. You are eldest know.
2402,1,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
2317,0,That's cause your old. I live to be high.
3559,0,No da. . Vijay going to talk in jaya tv
2022,0,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
4323,0,Sorry . I will be able to get to you. See you in the morning.
3889,0,ok....take care.umma to you too...
4527,1,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
15,1,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
5259,0,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
3257,0,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
2357,0,No..he joined today itself.
3543,0,Ü come lt 25 n pass to me lar
4677,0,Ü ready then call me...
3803,0,No da. I am happy that we sit together na
4472,0,Wa... U so efficient... Gee... Thanx...
3112,0,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
2995,0,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
3484,0,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
4536,0,IM LATE TELLMISS IM ON MY WAY
84,0,Yup next stop.
2487,0,I dont thnk its a wrong calling between us
3703,0,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
3966,0,Love you aathi..love u lot..
2927,0,Im done. Just studyn in library
2101,0,Oh Howda gud gud.. Mathe en samachara chikku:-)
4253,0,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
3535,0,Good evening! How are you?
4402,0,Many times we lose our best ones bcoz we are 
168,0,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
1173,0,Happy new years melody!
530,0,Jay says that you're a double-faggot
4022,0,We have to pick rayan macleran there.
2576,0,Now thats going to ruin your thesis!
3689,0,I'll meet you in the lobby
1924,0,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
4071,0,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
1334,0,"Oh... Icic... K lor, den meet other day..."
838,0,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
5210,0,Dai i downloaded but there is only exe file which i can only run that exe after installing.
5558,0,"Sorry, I'll call later"
4352,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
2347,0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
5493,0,I think if he rule tamilnadu..then its very tough for our people.
3820,0,"sorry brah, just finished the last of my exams, what up"
5549,0,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
426,0,Ok. She'll be ok. I guess
3366,0,"Sorry, I'll call later"
4999,0,Can you talk with me..
418,1,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
4892,0,Its worse if if uses half way then stops. Its better for him to complete it.
3074,0,Somebody should go to andros and steal ice
5250,1,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
2527,0,Do u noe how 2 send files between 2 computers?
2210,0,"Hmm well, night night "
4623,0,They finally came to fix the ceiling.
2795,0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
373,0,I'm going for bath will msg you next  &lt;#&gt;  min..
3660,0,Wait.i will come out.. &lt;#&gt;  min:)
1199,0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
4427,0,Was it something u ate?
5498,0,Why did I wake up on my own &gt;:(
2312,1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
5125,0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
3933,0,Sos! Any amount i can get pls.
1049,0,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
3979,0,Reason is if the team budget is available at last they buy the unsold players for at base rate..
3455,0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
132,0,"Dear, will call Tmorrow.pls accomodate."
468,0,When are you going to ride your bike?
5263,0,Pls speak with me. I wont ask anything other then you friendship.
80,0,"Sorry, I'll call later"
1219,0,K..k..i'm also fine:)when will you complete the course?
2488,0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
5415,0,You should get more chicken broth if you want ramen unless there's some I don't know about
2663,1,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
297,0,Unless it's a situation where YOU GO GURL would be more appropriate
4602,1,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
1094,0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
3468,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
577,0,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
5164,1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
1261,0,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
1879,0,I AM AT A PARTY WITH ALEX NICHOLS
3433,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
4883,0,As usual u can call me ard 10 smth.
2714,0,Nope i'm not drivin... I neva develop da photos lei...
1410,0,Where at were hungry too
3570,0,She's fine. Sends her greetings
3158,0,Havent shopping now lor i juz arrive only
1504,0,Ill be there on  &lt;#&gt;  ok.
5444,0,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
167,1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
1837,0,Are you wet right now?
5406,0,Dear are you angry i was busy dear
4920,0,Re your call; You didn't see my facebook huh?
1557,0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
5204,0,How come she can get it? Should b quite diff to guess rite...
764,0,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
5031,0,Is there coming friday is leave for pongal?do you get any news from your work place.
422,1,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
1022,1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
4369,0,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
3199,0,7 lor... Change 2 suntec... Wat time u coming?
1779,0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
1412,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
4184,0,"Sorry, I'll call later in meeting"
1305,0,Your right! I'll make the appointment right now.
3552,0,I love you both too :-)
4539,0,Dare i ask... Any luck with sorting out the car?
2341,0,I will take care of financial problem.i will help:)
5561,0,Get me out of this dump heap. My mom decided to come to lowes. BORING.
5155,0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
751,1,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
893,0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
1966,0,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
1612,0,645
2746,0,R ü going 4 today's meeting?
584,0,my ex-wife was not able to have kids. Do you want kids one day?
1873,0,Oh ok i didnt know what you meant. Yep i am baby jontin
279,0,Just sent it. So what type of food do you like?
135,1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
1562,0,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
2905,0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
5127,0,Cuz ibored. And don wanna study
1158,0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
3615,0,Ok c ü then.
4601,0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
2364,1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
2858,0,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
3043,0,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
2034,0,IM GONNA MISS U SO MUCH
4376,1,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
2264,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
3197,0,"I av a new number,  . Wil u only use this one,ta."
1558,0,Wat r u doing?
865,0,Dude ive been seeing a lotta corvettes lately
747,0,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
2480,1,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
1586,0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
121,1,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
324,0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
4956,0,Doing my masters. When will you buy a bb cos i have for sale and how's bf
1074,0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
925,0,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
877,0,Are you in castor? You need to see something
4331,0,i thought we were doing a king of the hill thing there.
589,0,Ya srsly better than yi tho
333,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
896,0,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
2753,0,Sat right? Okay thanks... 
3515,0,I always chat with you. In fact i need money can you raise me?
1513,0,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
5397,0,That's necessarily respectful
2086,0,Moji i love you more than words. Have a rich day
4048,1,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
5332,0,I think steyn surely get one wicket:)
3208,0,This phone has the weirdest auto correct.
2789,0,Ü got wat to buy tell us then ü no need to come in again.
5341,0,And of course you should make a stink!
1505,0,Oh my God. I'm almost home
4816,0,Ü no home work to do meh... 
5289,0,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
534,0,I'll be late...
2775,0,"Dude u knw also telugu..thts gud..k, gud nyt.."
3463,1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
2366,0,Ok try to do week end course in coimbatore.
240,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
2805,0,Lil fever:) now fine:)
4418,0," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
3886,0,Like a personal sized or what
2110,0,Lara said she can loan me  &lt;#&gt; .
5174,0,Water logging in desert. Geoenvironmental implications.
5507,0,I want to be inside you every night...
5114,0,Argh why the fuck is nobody in town ;_;
1370,0,Did you try making another butt.
2059,0,Ugh fuck it I'm resubbing to eve
3655,0,Why i come in between you people
3247,0,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
1942,1,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
2877,0,Fuck cedar key and fuck her (come over anyway tho)
4588,0,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
1934,0,R u over scratching it?
5142,0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
3873,0,I am joining today formally.Pls keep praying.will talk later.
4652,1,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
1694,0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
794,0,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
1361,0,Yo dude guess who just got arrested the other day
1666,0,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
4853,0,I liked your new house
1392,0,"Haha just kidding, papa needs drugs"
208,0,"Aight yo, dats straight dogg"
3077,0,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
1703,0,I have lost 10 kilos as of today!
2822,0,Oh god..taken the teeth?is it paining
248,0,Kallis wont bat in 2nd innings.
1580,0,"Why is that, princess? I bet the brothas are all chasing you!"
598,1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
4524,0,Actually I decided I was too hungry so I haven't left yet :V
